scan_index,step,angle_deg,distance_cm
3,16375,359.21,6.89
4,16400,1.41,6.91
4,16425,3.6,6.91
4,16450,5.8,7.8
4,16475,8.0,7.8
4,16500,10.2,7.79
4,16525,12.39,7.79
4,16550,14.59,7.8
4,16575,16.79,7.79
4,16600,18.98,7.8
4,16625,21.18,7.8
4,16650,23.38,8.71
4,16675,25.58,9.59
4,16700,27.77,11.37
4,16725,29.97,8.39
4,16750,32.17,10.19
4,16775,34.37,8.99
4,16800,36.56,10.77
4,16825,38.76,7.8
4,16850,40.96,8.68
4,16875,43.15,7.49
4,16900,45.35,7.49
4,16925,47.55,8.11
4,16950,49.75,7.2
4,16975,51.94,7.22
4,17000,54.14,8.09
4,17025,56.34,7.8
4,17050,58.54,7.8
4,17075,60.73,7.79
4,17100,62.93,7.8
4,17125,65.13,7.8
4,17150,67.32,7.82
4,17175,69.52,7.79
4,17200,71.72,7.8
4,17225,73.92,7.79
4,17250,76.11,8.71
4,17275,78.31,8.68
4,17300,80.51,8.7
4,17325,82.71,8.7
4,17350,84.9,9.59
4,17375,87.1,10.48
4,17400,89.3,11.37
4,17425,91.49,16.33
4,17450,93.69,16.33
4,17475,95.89,11.95
4,17500,98.09,9.88
4,17525,100.28,9.86
4,17550,102.48,10.77
4,17575,104.68,8.7
4,17600,106.88,8.7
4,17625,109.07,10.48
4,17650,111.27,12.28
4,17675,113.47,9.3
4,17700,115.66,8.99
4,17725,117.86,8.11
4,17750,120.06,8.97
4,17775,122.26,8.97
4,17800,124.45,8.99
4,17825,126.65,9.0
4,17850,128.85,9.0
4,17875,131.04,9.0
4,17900,133.24,8.99
4,17925,135.44,9.0
4,17950,137.64,9.88
4,17975,139.83,12.86
4,18000,142.03,11.97
4,18025,144.23,11.97
4,18050,146.43,16.33
4,18075,148.62,15.04
4,18100,150.82,15.04
4,18125,153.02,16.33
4,18150,155.21,17.61
4,18175,157.41,17.29
4,18200,159.61,17.3
4,18225,161.81,17.3
4,18250,164.0,17.29
4,18275,166.2,16.34
4,18300,168.4,17.61
4,18325,170.6,17.63
4,18350,172.79,17.61
4,18375,174.99,11.08
4,18400,177.19,11.95
4,18425,179.38,11.95
4,18450,181.58,11.97
4,18475,183.78,8.99
