scan_index,step,angle_deg,distance_cm
2,9800,141.33,8.7
2,9825,143.53,7.8
2,9850,145.72,7.8
2,9875,147.92,7.79
2,9900,150.12,7.79
2,9925,152.31,7.8
2,9950,154.51,7.8
2,9975,156.71,7.8
2,10000,158.91,8.7
2,10025,161.1,7.8
2,10050,163.3,8.71
2,10075,165.5,8.7
2,10100,167.7,10.48
2,10125,169.89,8.68
2,10150,172.09,10.48
2,10175,174.29,8.68
2,10200,176.48,10.46
2,10225,178.68,10.46
2,10250,180.88,10.48
2,10275,183.08,10.48
2,10300,185.27,10.77
2,10325,187.47,7.8
2,10350,189.67,8.7
2,10375,191.87,8.68
2,10400,194.06,10.77
2,10425,196.26,9.86
2,10450,198.46,9.88
2,10475,200.65,10.77
2,10500,202.85,10.77
2,10525,205.05,10.77
2,10550,207.25,9.88
2,10575,209.44,9.88
2,10600,211.64,9.86
2,10625,213.84,9.88
2,10650,216.04,9.88
2,10675,218.23,9.88
2,10700,220.43,9.86
2,10725,222.63,9.88
2,10750,224.82,10.77
2,10775,227.02,10.77
2,10800,229.22,10.77
2,10825,231.42,10.77
2,10850,233.61,10.77
2,10875,235.81,8.7
2,10900,238.01,10.77
2,10925,240.21,8.7
2,10975,244.6,7.8
2,11000,246.8,8.7
2,11025,248.99,7.79
2,11050,251.19,8.68
2,11075,253.39,7.8
2,11100,255.59,8.7
2,11125,257.78,7.79
2,11150,259.98,7.82
2,11175,262.18,7.8
2,11200,264.38,8.7
2,11225,266.57,8.7
2,11250,268.77,8.7
2,11275,270.97,7.8
2,11300,273.16,8.7
2,11325,275.36,8.71
2,11350,277.56,8.7
2,11375,279.76,8.68
2,11400,281.95,8.68
2,11425,284.15,8.7
2,11450,286.35,8.7
2,11475,288.54,8.68
2,11500,290.74,8.68
2,11525,292.94,8.68
2,11550,295.14,8.68
2,11575,297.33,8.7
2,11600,299.53,8.7
2,11625,301.73,8.7
2,11650,303.93,8.7
2,11675,306.12,8.71
2,11700,308.32,8.7
2,11725,310.52,8.71
2,11750,312.71,8.7
2,11775,314.91,8.68
2,11800,317.11,8.7
2,11825,319.31,9.59
2,11850,321.5,9.57
2,11875,323.7,9.59
2,11900,325.9,9.59
2,11925,328.1,9.59
2,11950,330.29,9.59
2,11975,332.49,9.57
2,12000,334.69,9.57
2,12025,336.88,10.48
2,12050,339.08,9.59
2,12075,341.28,10.48
2,12100,343.48,10.48
2,12125,345.67,10.48
2,12150,347.87,10.48
2,12175,350.07,10.48
2,12200,352.27,10.46
2,12225,354.46,10.46
2,12250,356.66,10.48
2,12275,358.86,10.48
3,12300,1.05,11.37
3,12325,3.25,11.37
3,12350,5.45,11.37
3,12375,7.65,11.35
3,12400,9.84,11.35
3,12425,12.04,11.37
3,12450,14.24,11.35
3,12475,16.44,11.34
3,12500,18.63,11.37
3,12525,20.83,11.35
3,12550,23.03,11.37
3,12575,25.22,11.35
3,12600,27.42,11.37
3,12650,31.82,11.37
3,12675,34.01,11.37
3,12700,36.21,11.37
3,12725,38.41,11.37
3,12750,40.61,11.35
3,12775,42.8,11.35
3,12800,45.0,11.37
3,12825,47.2,11.37
3,12850,49.39,11.37
3,12875,51.59,11.35
3,12900,53.79,11.37
3,12925,55.99,11.37
3,12950,58.18,11.37
3,12975,60.38,11.35
3,13000,62.58,10.48
3,13025,64.78,11.35
3,13050,66.97,10.48
3,13075,69.17,10.48
3,13100,71.37,10.5
3,13125,73.56,10.48
3,13150,75.76,10.46
3,13175,77.96,10.5
3,13200,80.16,10.46
3,13225,82.35,10.48
3,13250,84.55,9.57
3,13275,86.75,9.57
